txn_date_time,transaction_id,customer_id,policy_number,policy_eff_dt,loss_dt,report_dt,insurance_type,premium_amount,claim_amount,customer_name,address_line1_x,address_line2_x,city_x,state_x,postal_code_x,ssn,marital_status,age,tenure,employment_status,no_of_family_members,risk_segmentation,house_type,social_class,routing_number,acct_number,customer_education_level,claim_status,incident_severity,authority_contacted,any_injury,police_report_available,incident_state,incident_city,incident_hour_of_the_day,agent_id,vendor_id,vendor_name,address_line1_y,address_line2_y,city_y,state_y,postal_code_y,agent_name,date_of_joining,address_line1,address_line2,city,state,postal_code,emp_routing_number,emp_acct_number,policy_age_days,report_delay_days,processing_delay,agent_experience_days,vendor_claim_count,anomaly_score,fraud_flag
2021-04-03,TXN00007713,A00003470,PLC00007211,2019-05-03,2021-03-26,2021-03-29,Motor,0.0205202656623317,-0.5701401742950107,Sara Stanbaugh,1816 14th Avenue,0,Nashville,TN,37208,135-36-9450,Y,36,28,Y,4,L,Rent,HI,50232653,RFLC00687441662367,College,A,Major Loss,0,0,1,AL,Montgomery,18,AGENT00653,VNDR00262,Lee PLC,1650 Garland Avenue,0,Fayetteville,AR,72703.0,William Stewart,1995-06-21,5813 Hammermill Loop,0,Montgomery,AL,36116,117274952,CNNU54862281779962,-1.3633038226518923,-0.1076870782341027,-0.5426320858356908,1.153949608892119,17,0.07899401070334988,0
2021-04-03,TXN00007715,A00008771,PLC00001516,2014-08-02,2021-03-14,2021-03-19,Property,1.0339024927317553,0.1559316357119833,Harold Cavazos,4221 East Mission Boulevard,0,Fayetteville,AR,72703,254-52-5176,Y,28,100,Y,2,L,Mortgage,LI,104505618,NBBQ91730114589304,0,A,Total Loss,Police,1,1,CA,Berkeley,9,AGENT00888,VNDR00500,Galloway and Sons,9904 Daniel Drive,0,Louisville,KY,40118.0,Norma Patterson,2000-07-17,27 Leary Drive,0,Savannah,GA,31406,57299592,ZBVU79468164949657,0.3103772003826254,0.9091880703409976,1.9146069026880184,0.5060719019256772,13,0.0506724001768577,0
2021-04-03,TXN00007716,A00002122,PLC00009776,2017-02-08,2021-03-21,2021-03-26,Life,-0.3106503967786562,1.971111160729469,Joseph Stephenson,401 Fairhill Court,0,Annapolis,MD,21403,713-62-9608,Y,40,53,Y,6,L,Mortgage,MI,37537724,RIFC28955984736911,Masters,A,Minor Loss,Police,0,1,CO,Arvada,18,AGENT01129,VNDR00381,Massey Ltd,2622 Martin Luther King Junior Boulevard,0,Fayetteville,AR,72704.0,Christopher Amin,1991-08-18,539 Palermo Road,0,Panama City,FL,32405,122588853,CQZB56687647502612,-0.5774605564679547,0.9091880703409976,0.194539610721422,1.6395973484841224,13,0.033033922661215076,0
2021-04-03,TXN00007718,A00000745,PLC00008639,2010-08-07,2021-03-28,2021-03-30,Mobile,-1.5860714105045115,-0.7335063315465844,Mary Campbell,1303 Buckingham Court,0,Louisville,KY,40118,559-62-4191,Y,60,15,Y,2,M,Own,HI,83477391,ZTHV08805726965191,College,A,Major Loss,0,1,1,FL,Palm Bay,19,AGENT01007,VNDR00537,"Johnson, Hurst and Mendoza",16133 Hillsborough Boulevard,0,Port Charlotte,FL,33954.0,Roosevelt Holsopple,1992-12-16,2809 Rowland Avenue,C,Thunderbolt,GA,31404,104617373,ICXI68882879170147,1.738300069715615,-0.6161246525216532,-0.7883559846880617,1.47319873098443,16,0.024643406399584733,0
2021-04-03,TXN00007719,A00000753,PLC00007374,2015-06-25,2021-03-15,2021-03-20,Property,-0.1403044872855728,0.4282085644646063,Ira Boyne,425 Middle Turnpike East,0,Manchester,CT,6040,066-12-7996,Y,57,9,N,6,M,Mortgage,LI,128472976,IVAH87994727239257,High School,D,Total Loss,Ambulance,1,1,AR,Fayetteville,13,AGENT00176,VNDR00119,"Miller, Patel and Anderson",1129 I Street,0,Anchorage,AK,99501.0,Oscar Reinke,2013-04-24,219 Bidwell Street,0,Manchester,CT,6040,13470588,AESZ02821096465092,-0.0062914087347588,0.9091880703409976,1.6688830038356477,-1.1137960592456466,18,0.07374869391345185,0
2021-04-03,TXN00007721,A00003867,PLC00004447,2012-08-21,2021-03-17,2021-03-22,Mobile,-1.6891482791892691,-0.724430433921497,Norma Royal,2209 Florida Avenue,0,Savannah,GA,31404,694-22-3161,Y,52,17,Y,6,L,Mortgage,HI,19173384,TTBT92893118374448,PhD,A,Major Loss,Ambulance,1,0,AK,Anchorage,13,AGENT00655,VNDR00489,"Young, Moore and Medina",883 Rodney Drive,0,Nashville,TN,37205.0,Jason Davis,2007-08-28,23 Cove Drive,0,Savannah,GA,31419,32875504,RPVT21295941179689,1.003939736915792,0.9091880703409976,1.1774352061309057,-0.3953986876603372,13,0.05110144613961065,0
2021-04-03,TXN00007723,A00008859,PLC00005889,2019-03-09,2021-03-14,2021-03-19,Health,0.6317371195299806,-0.5701401742950107,Marcella Hurst,4075 North Cadillac Drive,#2,Fayetteville,AR,72703,322-77-5797,Y,46,28,Y,5,L,Mortgage,MI,40634494,WKMQ27435254000626,0,D,Total Loss,Ambulance,1,1,CA,Oakland,22,AGENT00465,VNDR00283,"Sosa, Pugh and Hughes",2209 East Manor Drive,0,Fayetteville,AR,72701.0,Allison Taylor,2012-09-03,5275 North 59th Avenue,0,Glendale,AZ,85301,126070532,XUJY57155767436014,-1.3215346502836487,0.9091880703409976,1.9146069026880184,-1.0332021568240837,23,0.05550359644219294,0
2021-04-03,TXN00007725,A00001250,PLC00006255,2011-04-01,2021-04-01,2021-04-01,Property,0.6532632125886445,-0.0709658049152023,Cheryl Michael,1823 North Munchkin Lane,0,Fayetteville,AR,72704,084-06-6288,Y,42,56,Y,3,M,Own,HI,26416199,NQCP13095065455739,Bachelor,A,Major Loss,Ambulance,0,0,CO,Arvada,15,AGENT00321,VNDR00517,Zimmerman-Ortega,159 Downey Drive,A,Manchester,CT,6040.0,George Ellis,2004-11-22,6880 Xavier Circle,#2,Westminster,CO,80030,25140987,WELP57323653332858,1.5119694380458282,-1.632999801096754,-1.2798037823928037,-0.0396738769720601,24,0.019461047123681796,0
2021-04-03,TXN00007730,A00000609,PLC00006593,2012-12-14,2021-03-14,2021-03-19,Life,0.1972826067402094,1.4265573032242231,Charles Penny,2347 Glen Eagle Drive,0,Northfield,KY,40222,823-77-1413,Y,25,70,Y,2,M,Rent,MI,45997673,LYMI14967623588109,Masters,A,Minor Loss,Police,1,0,CA,Berkeley,18,AGENT00543,VNDR00445,"Bass, Garcia and Garcia",7025 Queen Street,0,Arvada,CO,80004.0,Lucia Holt,1991-08-13,2362 Acushnet Avenue,0,New Bedford,MA,2745,76028993,JWGH51436192201226,0.8893173569285179,0.9091880703409976,1.9146069026880184,1.6389025734632467,23,-0.013868395444091353,1
2021-04-04,TXN00007733,A00002860,PLC00006712,2014-03-05,2021-03-23,2021-03-28,Motor,0.6402233677550307,-0.4340017099186993,Eva Gering,45 Brackett Street,#611,Quincy,MA,2169,624-98-1584,Y,26,63,Y,2,L,Rent,LI,110175168,VIRN49388668308461,Bachelor,A,Total Loss,Ambulance,0,1,CA,Oakland,13,AGENT00256,VNDR00521,"Gordon, Young and Webster",82 Queen Court,0,Manchester,CT,6040.0,Margaret Styons,1995-09-09,803 Kay Lane,0,Lynn Haven,FL,32444,81234471,LLIU27368345999658,0.464826000534969,0.9091880703409976,-0.0511842881309487,1.1251164455257845,10,0.03275888741505151,0
2021-04-04,TXN00007735,A00000470,PLC00004985,2015-11-22,2021-03-29,2021-03-31,Motor,0.8418235085159825,-0.4340017099186993,Mary Valerius,6007 Applegate Lane,0,Louisville,KY,40219,265-13-1857,Y,53,48,N,6,L,Mortgage,HI,104058136,TXAM43773302468167,PhD,A,Minor Loss,Police,1,1,GA,Pooler,18,AGENT00437,VNDR00359,Perez PLC,37 Rushforde Drive,0,Manchester,CT,6040.0,Sarah Mcnish,2007-12-19,1010 M Street Northwest,0,Washington,DC,20001,57347376,WXSX39930950381614,-0.1383985585506001,-0.6161246525216532,-0.7883559846880617,-0.4304848262145519,22,0.10201960439158486,0
2021-04-04,TXN00007737,A00008197,PLC00008375,2017-05-05,2021-03-18,2021-03-23,Health,1.1630590510837404,-0.3886222217932622,Lindsey Mullen,66 Bradford Road,0,Braintree,MA,2184,745-35-5023,Y,42,89,Y,3,H,Rent,MI,70110179,QYQR88049137462812,Bachelor,A,Minor Loss,0,1,1,CA,Whitmore,14,AGENT00968,VNDR00244,Michael LLC,1641 Kramer Street Northeast,0,Washington,DC,20002.0,Kathryn Lehman,2006-12-13,6817 Brentwood Street,0,Arvada,CO,80004,77161736,QGEO85815599863994,-0.6639130295092038,0.9091880703409976,1.1774352061309057,-0.3054253224569546,17,0.11003795867204336,0
2021-04-04,TXN00007738,A00006082,PLC00006471,2010-12-17,2021-03-30,2021-03-31,Mobile,-1.6705199294269637,-0.724430433921497,Ernest Rutherford,243 New State Road,A-D,Manchester,CT,6042,858-80-0613,Y,32,110,Y,2,M,Mortgage,LI,86731720,XFOF35844161696467,PhD,A,Minor Loss,Police,0,1,GA,Savannah,5,AGENT01106,VNDR00412,Williams Ltd,5119 Marla Drive,0,Panama City,FL,32404.0,Isaac Willard,1999-10-01,103 Razz Way,0,Panama City Beach,FL,32408,69986709,MXTU71998315230492,1.6120211765092962,-1.1245622268092037,-0.7883559846880617,0.6123724801196349,17,0.03032743707595098,0
2021-04-04,TXN00007739,A00006398,PLC00005164,2014-10-28,2021-03-19,2021-03-24,Property,0.3013943837450945,0.3374495882137319,William Barkley,6145 East Castro Valley Boulevard,0,Castro Valley,CA,94552,587-23-2963,Y,44,26,N,3,M,Mortgage,LI,42813734,WKLH75025332038805,MD,A,Minor Loss,Ambulance,1,0,CO,Arvada,20,AGENT01113,VNDR00353,"Compton, Khan and Cabrera",63 Dorchester Street,#2,Worcester,MA,1604.0,Michael Snyder,1999-03-11,3528 Seasons Drive,0,Nashville,TN,37013,86039338,CPQH33140995971920,0.2307243600524856,0.9091880703409976,0.9317113072785348,0.6794182696341248,16,0.07662405463833483,0
2021-04-04,TXN00007740,A00004271,PLC00008071,2011-11-06,2021-03-29,2021-03-31,Mobile,-1.609667320203432,-0.7289683827340407,Larry Cardwell,1164 Middle Turnpike West,A,Manchester,CT,6040,446-75-5401,N,55,59,Y,6,L,Own,HI,102979042,YULV33061424362215,High School,A,Minor Loss,Other,1,1,CO,Arvada,3,AGENT01018,VNDR00082,Barnes PLC,2409 Park Street,0,Selma,CA,93662.0,Theresa Aliaga,2002-08-28,89 Frances Drive,0,Manchester,CT,6040,30161168,GJVA44842820142878,1.2963239434934992,-0.6161246525216532,-0.7883559846880617,0.2430995565242847,18,0.08692980410831763,0
2021-04-04,TXN00007741,A00003560,PLC00005914,2015-05-16,2021-03-25,2021-03-28,Mobile,-1.6547893229610164,-0.7425822291716718,Adele Gregory,86 Russell Street,0,Manchester,CT,6040,401-90-5366,N,26,54,Y,4,M,Mortgage,MI,77389110,NHOG79408939357870,High School,A,Major Loss,0,1,1,MA,Boxford,11,AGENT00892,VNDR00126,Ward Inc,112 Walnut Street,0,Reading,MA,1867.0,Richard Gouty,2011-08-07,5712 Saulsbury Street,0,Arvada,CO,80002,101682039,DCBM51257585329024,0.0422773963445945,-0.1076870782341027,-0.0511842881309487,-0.8928576026072245,17,0.08712330422054904,0
2021-04-04,TXN00007742,A00009256,PLC00004364,2013-01-23,2021-03-24,2021-03-29,Mobile,-1.6349190832145573,-0.7425822291716718,Wanda Kato,323 Southeast 23rd Street,0,Oklahoma City,OK,73129,739-15-9479,Y,48,18,Y,5,M,Mortgage,MI,111809624,JONQ19591422757349,High School,A,Minor Loss,Police,1,1,AL,Montgomery,5,AGENT00406,VNDR00104,Reese-Mckinney,20 Garfield Street,0,Needham,MA,2492.0,John Hill,1999-06-18,7645 Marshall Street,0,Arvada,CO,80003,17576899,EAXZ53556452280292,0.8601760738809059,0.9091880703409976,-0.2969081869833199,0.6467638436529743,19,0.09457576491788816,0
2021-04-04,TXN00007745,A00000811,PLC00003803,2018-05-10,2021-03-19,2021-03-24,Property,0.7197043267408677,0.065172659461109,Kent Sanders,131 Westerly Street,0,Manchester,CT,6042,173-36-3120,N,62,91,Y,6,M,Mortgage,LI,108044735,ZKGT42352378160790,High School,A,Minor Loss,Ambulance,0,0,MA,Lowell,14,AGENT00118,VNDR00123,"Ramos, Anderson and Mejia",1452 55th Avenue,B,Oakland,CA,94621.0,Carl Balado,2007-10-26,1713 Apian Way,0,Edmond,OK,73003,39790996,RPES05613584687957,-1.0223508109948318,0.9091880703409976,0.9317113072785348,-0.41519977575529,15,0.038005620123909845,0
2021-04-04,TXN00007746,A00008036,PLC00001168,2012-07-08,2021-03-15,2021-03-20,Travel,-0.1788030767943378,-0.5701401742950107,Evelyn Tomlinson,416 Waverly Avenue,0,Baltimore,MD,21225,759-76-7484,N,55,88,Y,3,M,Mortgage,MI,43079849,XSOQ40392915533054,High School,A,Total Loss,Ambulance,1,1,DC,Washington,12,AGENT00171,VNDR00029,Grant-Carter,4439 Gale Street,0,Livermore,CA,94550.0,John Lolley,2007-12-27,832 51st Street Northeast,0,Washington,DC,20019,124867967,JZXJ74654461136435,1.0447375331824489,0.9091880703409976,1.9146069026880184,-0.438127351444183,14,0.0919548973951212,0
2021-04-04,TXN00007747,A00001722,PLC00009036,2014-01-02,2021-03-22,2021-03-27,Life,-0.5023154176663781,1.5173162794750976,Jason Gumina,9428 North 65th Drive,0,Glendale,AZ,85302,613-94-2612,Y,61,109,N,2,M,Mortgage,MI,121981820,EOXO82465765429277,Bachelor,A,Major Loss,Other,1,0,AL,Montgomery,12,AGENT00160,VNDR00106,Gilbert PLC,23 Cove Drive,0,Savannah,GA,31419.0,Daniel Wilcox,2000-06-16,14 Hillside Terrace,0,Richford,VT,5476,101922032,IZOE76167794874454,0.5240799427317805,0.9091880703409976,0.194539610721422,0.5196200148327502,11,0.020699767877174313,0
2021-04-04,TXN00007748,A00006279,PLC00000078,2012-02-20,2021-03-30,2021-03-31,Property,0.870593959815543,0.0197931713356719,Lea Benitez,158 Euclid Avenue,0,San Leandro,CA,94577,307-87-6648,Y,29,41,Y,3,M,Rent,HI,40325800,JNPC07294648064746,High School,A,Total Loss,Ambulance,1,0,OK,Oklahoma City,11,AGENT00994,VNDR00354,Stevens-Mills,802 Madison Street Northwest,0,Washington,DC,20011.0,Geraldine Lopez,2001-04-30,8380 West 67th Avenue,0,Arvada,CO,80004,118471806,YLMV72211135178869,1.194329452826857,-1.1245622268092037,-0.7883559846880617,0.4119298865970413,21,0.057585180131500935,0
2021-04-04,TXN00007749,A00003240,PLC00001633,2017-01-28,2021-04-02,2021-04-02,Property,1.3230558773755434,0.5189675407154806,Jean Hyneman,1809 U.S. 80,0,Savannah,GA,31408,196-66-9959,Y,60,84,Y,5,M,Mortgage,LI,80791368,DRZA15753940800809,High School,A,Major Loss,0,1,0,CO,Boulder,2,AGENT01117,VNDR00012,"Robertson, Perkins and Walton",5029 Montclair Drive,0,Nashville,TN,37211.0,Karen Rawling,1995-08-17,2300 Deer Path Circle,#207,Hurstbourne Acres,KY,40220,88795230,WUQR55295375300441,-0.5551189061314522,-1.632999801096754,-1.2798037823928037,1.1365802333702308,18,0.016958637062784443,0
2021-04-04,TXN00007750,A00006326,PLC00006615,2014-03-12,2021-03-17,2021-03-22,Mobile,-1.611737136843688,-0.724430433921497,Pam Gentile,2406 Lindbergh Drive,0,Louisville,KY,40208,863-63-4608,Y,34,55,Y,2,L,Mortgage,MI,80807964,RFSQ47262766161953,Masters,A,Minor Loss,0,1,0,AL,Montgomery,15,AGENT00642,VNDR00046,Anderson Inc,324 East Drive,0,Montgomery,AL,36113.0,Toni Singh,1998-10-03,82 Linnmore Drive,0,Manchester,CT,6040,42374817,TTLQ72519681961221,0.4521981112143374,0.9091880703409976,1.4231591049832764,0.7339581087728546,19,0.057795509422171265,0
2021-04-04,TXN00007751,A00003772,PLC00000678,2018-12-01,2021-04-03,2021-04-03,Property,0.8724567947917737,-0.1617247811660765,June Queal,102 Hayes Drive,0,Pooler,GA,31322,143-12-9442,N,27,27,Y,5,H,Mortgage,MI,10180240,ZWMH93060293211078,Masters,A,Major Loss,Other,1,0,CA,Pleasanton,0,AGENT00474,VNDR00503,Williams Inc,26 Wetherell Street,0,Manchester,CT,6040.0,Antoinette Rehkop,2003-04-05,1 Portsmouth Road,0,Piedmont,CA,94610,58706314,IGXL71581076733788,-1.2069122702963748,-1.632999801096754,-1.5255276812451743,0.168411241780164,23,0.002071963918580555,0
2021-04-04,TXN00007757,A00002772,PLC00008086,2010-07-23,2021-04-01,2021-04-01,Mobile,-1.6618266995378876,-0.7198924851089532,Douglas Chung,5420 Sunset Avenue,0,Panama City Beach,FL,32408,885-39-0858,Y,58,109,Y,7,H,Rent,MI,23468030,LNAA88304370592215,Bachelor,D,Minor Loss,Police,0,0,DC,Washington,17,AGENT00665,VNDR00597,Ortiz-Donovan,140 South Hill Avenue,#305,Fayetteville,AR,72701.0,Peggy Shaw,1995-07-31,121 Alpine Way,0,Panama City,FL,32404,12600142,DVYU91103041490325,1.7567562156457694,-1.632999801096754,-1.0340798835404326,1.142138433537235,22,-0.027562804576762856,1
2021-04-05,TXN00007758,A00007826,PLC00009947,2016-02-25,2021-04-01,2021-04-02,Life,-0.0517163350826086,1.2450393507224746,Amber Windham,20270 Andover Avenue,0,Port Charlotte,FL,33954,892-49-1764,Y,51,30,Y,3,L,Mortgage,MI,105108506,FDNJ70170095884127,Bachelor,A,Total Loss,Police,1,1,AK,Anchorage,13,AGENT00151,VNDR00170,Smith-Blake,8506 Laviento Drive,0,Anchorage,AK,99515.0,Lois House,2008-02-11,5 Tranquil Place,0,Pooler,GA,31322,99200918,TVXH79568379625411,-0.2277651598966104,-1.1245622268092037,-1.0340798835404326,-0.4482015892468782,17,0.09068843039966584,0
2021-04-05,TXN00007759,A00004443,PLC00007421,2011-03-21,2021-03-16,2021-03-21,Property,0.8436863434922128,0.2920701000882947,Henry Sebald,912 Locklayer Street,0,Nashville,TN,37208,353-98-5788,Y,41,101,Y,5,M,Mortgage,MI,120852824,NBBN79665655797760,Bachelor,A,Major Loss,Ambulance,0,1,DC,Washington,1,AGENT01180,VNDR00354,Stevens-Mills,802 Madison Street Northwest,0,Washington,DC,20011.0,Leo Leblanc,1993-09-23,10175 West 58th Place,#505,Arvada,CO,80004,73004761,PEUS96668175846313,1.507112557537893,0.9091880703409976,1.9146069026880184,1.3714141904261634,21,0.026257414305041138,0
2021-04-05,TXN00007760,A00007554,PLC00002199,2019-08-31,2021-04-02,2021-04-02,Property,-0.000591864068281,0.3828290763391691,Melanie Avellino,121 Alpine Way,0,Panama City,FL,32404,009-52-3720,Y,45,50,Y,5,M,Own,LI,96997305,NLBW48840015411569,Bachelor,A,Minor Loss,Ambulance,1,1,FL,Fountain,18,AGENT00306,VNDR00103,Harris LLC,3325 Dix Street Northeast,0,Washington,DC,20019.0,Mary Talley,2010-02-07,2014 Clemens Road,0,Oakland,CA,94602,116722706,EXRD38087098184129,-1.4730693221312312,-1.632999801096754,-1.0340798835404326,-0.7004049218246996,20,0.07265119810506332,0
2021-04-05,TXN00007763,A00006750,PLC00002045,2010-11-29,2021-03-26,2021-03-29,Mobile,-1.6742455993794247,-0.7471201779842155,Gladys Dougherty,2347 Glen Eagle Drive,0,Northfield,KY,40222,576-27-9552,Y,27,102,Y,7,L,Rent,MI,117808221,IRYE76478964388456,Masters,A,Minor Loss,Ambulance,0,1,DC,Washington,4,AGENT00281,VNDR00293,Brown Ltd,594 Putnam Avenue,#2,Cambridge,MA,2139.0,Ann Campos,2009-06-05,3605 Normandy Place South,0,Nashville,TN,37209,46268178,MTKF19981306616069,1.6256204419315154,-0.1076870782341027,-0.0511842881309487,-0.6170319193196349,21,0.022005378109651086,0
2021-04-05,TXN00007764,A00004359,PLC00009973,2016-02-11,2021-03-16,2021-03-21,Property,0.3425837348861929,0.5643470288409177,Barbara Janssen,207 Joe Street,0,Farmington,AR,72730,321-73-6940,Y,56,31,Y,2,L,Mortgage,MI,75178116,RFWI63681667265429,Bachelor,A,Total Loss,0,1,1,OK,Oklahoma City,2,AGENT00580,VNDR00292,Wilson and Sons,21 Longview Bluff Drive East,0,Savannah,GA,31419.0,John Hassan,1997-07-05,11330 Elmore Road,0,Anchorage,AK,99516,13682813,CNOL13767821635403,-0.2297079120997844,0.9091880703409976,1.9146069026880184,0.8916720385116026,24,0.03794894874811161,0
2021-04-05,TXN00007765,A00007634,PLC00001470,2018-07-11,2021-03-23,2021-03-28,Motor,0.4195809139037225,-0.4793811980441365,Raymond Little,649 South 41st Street,0,Louisville,KY,40211,605-07-9231,Y,27,68,Y,6,M,Own,LI,53001959,NCYT86292367122233,Bachelor,A,Minor Loss,Police,1,0,CO,Arvada,16,AGENT01178,VNDR00040,Reynolds-Tucker,46 Lilac Street,0,Manchester,CT,6040.0,David Young,1991-11-14,324 Tulip Oak Court,0,Linthicum Heights,MD,21090,33258434,ICHY15750986592631,-1.0786906248868815,0.9091880703409976,0.194539610721422,1.6097220225864737,16,0.06413581210118835,0
2021-04-05,TXN00007766,A00009228,PLC00008688,2017-02-25,2021-04-01,2021-04-02,Life,-0.4969338944017121,-0.0709658049152023,Gwen Scott,3145 19th Avenue Court,0,Greeley,CO,80631,482-81-2424,Y,37,119,Y,7,M,Rent,HI,122487501,LZFG98323829472025,PhD,A,Major Loss,Ambulance,1,1,CT,Manchester,15,AGENT00060,VNDR00368,Walker-Hines,824 Main Street,D,Manchester,CT,6040.0,Vincent Rule,2000-12-21,2502 Adrienne Way,0,Louisville,KY,40216,127573193,NNQD57441399397776,-0.5832888130774773,-1.1245622268092037,-1.0340798835404326,0.4577850379748269,12,0.06720584040913824,0
2021-04-05,TXN00007770,A00003975,PLC00009078,2011-11-08,2021-03-16,2021-03-21,Travel,-0.329278746540962,-0.6608991505458849,Mary Thomas,7230 Montagne Circle,0,Anchorage,AK,99507,711-77-9123,Y,43,97,N,6,L,Mortgage,HI,76004409,BSCA74946881548793,High School,A,Major Loss,Ambulance,1,1,KY,Plantation,0,AGENT00903,VNDR00335,Mason Ltd,1870 A Street,0,Oroville,CA,95966.0,April Child,1994-01-10,2130 Loren Circle,0,Fayetteville,AR,72701,48060701,JWSG22808612742303,1.2817533019696932,0.9091880703409976,1.9146069026880184,1.3335489517884465,16,0.06613659652243897,0
2021-04-05,TXN00007771,A00000919,PLC00007552,2018-07-14,2021-03-31,2021-04-01,Motor,0.1331182908922677,-0.6608991505458849,Ruth Maretti,804 Old Coach Place,0,Nashville,TN,37076,025-75-2856,Y,60,12,Y,5,L,Rent,LI,44430759,UTKR71497322826150,Masters,A,Total Loss,Other,1,0,CO,Arvada,22,AGENT00033,VNDR00287,Thompson Inc,813 Holt Grove Court,0,Nashville,TN,37211.0,Arturo Cole,1996-11-15,72 Salmon Road,0,Alameda,CA,94502,73671657,VQGP85136893422980,-1.0738337443789463,-1.1245622268092037,-0.7883559846880617,0.9774767535897316,21,0.03838298610101465,0
2021-04-05,TXN00007774,A00001537,PLC00004636,2011-06-08,2021-03-25,2021-03-30,Property,1.286627104507034,0.9273829338444146,Melissa Krauss,13628 West 62nd Drive,0,Arvada,CO,80004,575-43-9281,N,45,70,Y,7,M,Mortgage,LI,101417097,QNNZ57857500936607,High School,A,Total Loss,Other,1,1,CA,Fremont,6,AGENT00009,VNDR00451,"Hicks, Patton and Cook",7229 Lewis Place,APT B,Anchorage,AK,99507.0,Marilyn Allen,2009-12-24,4840 Reservoir Road Northwest,0,Washington,DC,20007,66645522,NXRT72066780733033,1.4391162304267984,0.9091880703409976,-0.2969081869833199,-0.687551583938502,28,0.03704588238874851,0
2021-04-05,TXN00007775,A00007349,PLC00008192,2018-08-26,2021-03-16,2021-03-21,Life,0.0335601104959457,3.6501522213706425,Jeffery Mellis,171 Tolland Turnpike,0,Manchester,CT,6042,864-95-5146,Y,30,36,Y,6,H,Rent,LI,45776140,LNAG33520013634477,PhD,A,Minor Loss,Police,1,0,GA,Savannah,10,AGENT00489,VNDR00029,Grant-Carter,4439 Gale Street,0,Livermore,CA,94550.0,Molly Martz,1993-09-04,200 Pheasant Avenue,#103,Louisville,KY,40118,12485367,DDKE87686585749418,-1.1301735582709964,0.9091880703409976,1.9146069026880184,1.3780145531244812,14,-0.002927670103997526,1
2021-04-05,TXN00007776,A00006832,PLC00009839,2019-05-07,2021-04-04,2021-04-04,Life,-0.5553027236569361,3.06021887573996,Donald Yates,1405 Tolkien Drive,0,Conway,AR,72034,214-33-7170,N,33,56,Y,4,L,Own,MI,122860063,VZEF75456074771317,High School,A,Total Loss,Ambulance,0,1,AL,Montgomery,14,AGENT00994,VNDR00052,Garcia-Brown,124 Rod Key Street,0,Lyndon,VT,5851.0,Geraldine Lopez,2001-04-30,8380 West 67th Avenue,0,Arvada,CO,80004,118471806,YLMV72211135178869,-1.3584469421439571,-1.632999801096754,-1.5255276812451743,0.41366682414923,15,0.007606822224473064,0
2021-04-05,TXN00007777,A00005619,PLC00003159,2010-09-13,2021-03-29,2021-03-31,Mobile,-1.685422609236808,-0.724430433921497,Christopher Guerrero,18330 North 79th Avenue,#3155,Glendale,AZ,85308,115-36-4742,Y,54,43,Y,6,L,Rent,MI,69408711,FSKC75406347423077,Bachelor,A,Major Loss,Ambulance,1,0,FL,Panama City Beach,8,AGENT00786,VNDR00232,"Myers, Hayes and Jones",45 Heathcote Circle,0,Savannah,GA,31405.0,Victor Perrin,1993-02-11,9912 Shirewick Way,0,Louisville,KY,40272,115241097,WREH18805592939657,1.703330530058481,-0.6161246525216532,-0.5426320858356908,1.4537450303999149,24,0.01273115208196074,0
2021-04-05,TXN00007779,A00008588,PLC00008669,2019-01-09,2021-03-23,2021-03-28,Property,0.59965496160601,-0.297863245542388,Georgina Gepner,3425 North Futrall Drive,0,Fayetteville,AR,72703,250-76-0417,Y,64,35,Y,5,M,Rent,LI,57308988,CSTC52980909122095,Bachelor,A,Minor Loss,Other,1,1,VT,Burlington,16,AGENT00538,VNDR00252,Livingston-Martin,8277 Lamar Place,0,Arvada,CO,80003.0,Gerald Kolmer,2002-12-11,109 Summit Street,0,Burlington,VT,5401,88204666,JQON18573227734226,-1.255481075375728,0.9091880703409976,0.194539610721422,0.2045395428656922,19,0.08516249523229952,0
2021-04-05,TXN00007780,A00004159,PLC00009909,2017-01-08,2021-03-29,2021-03-31,Mobile,-1.5914529337691778,-0.7198924851089532,William Lau,1600 20th Street Northwest,0,Washington,DC,20009,477-16-9973,Y,54,27,Y,7,H,Rent,MI,46904403,GOAH66729817954251,High School,A,Minor Loss,Police,1,1,TN,Nashville,18,AGENT01172,VNDR00556,Ramsey Inc,3114 West 20th Court,0,Panama City,FL,32405.0,Katherine Garcia,2017-01-03,9223 Elgin Circle,0,Anchorage,AK,99502,30474525,JMTY84637120051395,-0.5395768885060592,-0.6161246525216532,-0.5426320858356908,-1.577905773190508,16,0.07104806301,0
2021-04-06,TXN00007781,A00008338,PLC00001331,2013-09-16,2021-04-04,2021-04-04,Life,-0.4836870679040724,1.971111160729469,Alberto Jeffery,713 East 32nd Street,0,Savannah,GA,31401,812-51-3043,N,40,95,Y,5,M,Own,HI,113734179,BPTQ07014234794085,High School,A,Minor Loss,Police,1,1,TN,Nashville,5,AGENT00461,VNDR00137,"Johnson, Cook and Harrington",4 Chamois Court,0,Pooler,GA,31322.0,Michael Braddock,2016-10-07,276 Adams Street,0,Quincy,MA,2169,92985421,CQXA79282078922080,0.6416164510238154,-1.632999801096754,-1.2798037823928037,-1.5452513472093574,16,0.04245185297332843,0
